local,visita,goles_local,goles_visita,torneo_id,temporada,importancia,fecha,elo_local,elo_visita
South Africa,Benin,2,1,1,2023,1,,1127.2661172951573,1234.119580721758
Niger,Tanzania,0,1,1,2023,1,,1166.1674679911237,1190.705069462405
Germany,Türkiye,2,3,0,2023,0,,1730.3349894589385,1553.7947993854943
France,Gibraltar,14,0,1,2023,1,,1882.2616408232675,812.068199974297
Netherlands,Ireland,1,0,1,2023,1,,1123.4793305330554,1100.6797065160429
Armenia,Wales,1,1,1,2023,1,,1189.7613413720528,1516.2582823404616
Latvia,Croatia,0,2,1,2023,1,,1081.2048651758503,1684.6630265318151
Belarus,Andorra,1,0,1,2023,1,,1233.3494460192842,945.8229930390258
Switzerland,Kosovo,1,1,1,2023,1,,1641.341408361866,1309.5051835661418
Israel,Romania,1,2,1,2023,1,,1335.8326125248036,1131.4183564888788
New Caledonia,Tonga,7,0,1,2023,1,,1099.9583321204977,835.64
Fiji,Northern Mariana Islands,10,0,1,2023,1,,1015.4983184142735,1100.0
Guadeloupe,Saint Kitts and Nevis,5,0,1,2023,1,,1112.8265854028257,1091.5196731304047
Saint Lucia,Sint Maarten,1,2,1,2023,1,,1104.97597933256,1085.3534117754123
Sierra Leone,Egypt,0,2,1,2023,1,,1146.8899191545247,1570.2745986901898
Sudan,DR Congo,1,0,1,2023,1,,1152.8443245232438,1129.46433026355
Zimbabwe,Nigeria,1,1,1,2023,1,,1119.7927857378706,1571.9153510229817
Burundi,Gabon,1,2,1,2023,1,,1107.593863783573,1260.4167682899622
Mozambique,Algeria,0,2,1,2023,1,,1209.5769201900464,1560.9042455798487
Cyprus,Lithuania,1,0,0,2023,0,,1094.4215616281097,1074.266198219456
Scotland,Norway,3,3,1,2023,1,,1517.709364060028,1571.8823261060863
Spain,Georgia,3,1,1,2023,1,,1853.5616653305042,1362.267283107104
Belgium,Azerbaijan,5,0,1,2023,1,,1743.0081019662541,1151.6560326715608
Sweden,Estonia,2,0,1,2023,1,,1512.078965616777,1133.5426670263287
Hungary,Montenegro,3,1,1,2023,1,,1509.6898441668757,1307.6980262025743
Serbia,Bulgaria,2,2,1,2023,1,,1503.9392962031259,1252.4160696034312
Portugal,Iceland,2,0,1,2023,1,,1762.211499251414,1325.2497629008055
Bosnia and Herzegovina,Slovakia,1,2,1,2023,1,,1360.9259406963267,1479.68540718834
Liechtenstein,Luxembourg,0,1,1,2023,1,,794.8669734909131,1246.8964150103052
Montserrat,Barbados,4,2,1,2023,1,,922.0923821581495,899.3688384395376
Aruba,Cayman Islands,5,1,1,2023,1,,893.3037332415549,853.6799931845744
Dominica,Turks and Caicos Islands,2,0,1,2023,1,,904.7448278438765,1089.9243021703246
Panama,Costa Rica,3,1,1,2023,1,,1510.6093297056266,1421.899437930965
Trinidad and Tobago,USA,2,1,1,2023,1,,1234.6377436027888,1703.4097557789626
Djibouti,Guinea-Bissau,0,1,1,2023,1,,1106.1090462346247,1127.7283738000324
Gambia,Ivory Coast,0,2,1,2023,1,,1163.7320274666483,1560.991867202719
Seychelles,Kenya,0,5,1,2023,1,,801.446234361075,1176.2010798654999
Liberia,Equatorial Guinea,3,0,1,2023,1,,1066.5829217525368,1205.605020770408
Mali,Central African Republic,1,1,1,2023,1,,1458.1886870703427,1083.7749885924015
Chad,Madagascar,0,3,1,2023,1,,894.5907160214812,1196.608352949851
Curaçao,El Salvador,1,1,0,2023,0,,1102.7042876772846,1204.323312499856
Russia,Cuba,8,0,0,2023,0,,1126.3529874045155,997.3111700204207
North Macedonia,England,1,1,1,2023,1,,1121.2167753592066,1853.4206789482428
Ukraine,Italy,0,0,1,2023,1,,1552.9793485138196,1695.160247937051
Albania,Faroe Islands,0,0,1,2023,1,,1390.244362162272,1116.2412055441841
Czechia,Moldova,3,0,1,2023,1,,1480.5622846276372,1041.5528252332942
Northern Ireland,Denmark,2,0,1,2023,1,,1331.728355794417,1616.8930703078668
San Marino,Finland,1,2,1,2023,1,,718.7844696743455,1338.040482425316
Slovenia,Kazakhstan,2,1,1,2023,1,,1447.159830701741,1206.8320573041174
Tuvalu,Vanuatu,0,6,1,2023,1,,1093.1160050579085,1090.5022090278317
Samoa,American Samoa,10,0,1,2023,1,,873.7680857025254,871.61
Nicaragua,Dominican Republic,0,0,1,2023,1,,1132.0333690669756,1075.236315763383
French Guiana,Bermuda,3,0,1,2023,1,,1093.118908491006,977.8462829021729
Saint Vincent and the Grenadines,Belize,3,0,1,2023,1,,1080.8064135433915,911.3569973698324
Guyana,Antigua and Barbuda,6,0,1,2023,1,,1056.9210725746932,970.5617524512089
Puerto Rico,Bahamas,6,1,1,2023,1,,1027.5952522528544,785.7786826704343
Bonaire,Saint Martin,0,4,1,2023,1,,1087.8446220950716,1107.2486981576478
Canada,Jamaica,2,3,1,2023,1,,1568.3759358611953,1358.3654487776157
Mexico,Honduras,2,0,1,2023,1,,1696.2516108585835,1377.1776563340054
Ecuador,Chile,1,0,1,2023,1,,1575.2183754338866,1465.3856876489401
Paraguay,Colombia,0,1,1,2023,1,,1507.2850506532993,1723.3593146641554
Uruguay,Bolivia,3,0,1,2023,1,,1677.563769803524,1327.347936890658
Peru,Venezuela,1,1,1,2023,1,,1450.5611249348613,1490.8127349283736
Brazil,Argentina,0,1,1,2023,1,,1745.057431283976,1886.0034484239154
India,Qatar,0,3,1,2023,1,,1103.215866281736,1413.8636334820146
Afghanistan,Kuwait,0,4,1,2023,1,,969.629238667544,1120.7064817031878
Myanmar,North Korea,1,6,1,2023,1,,1008.3121736688537,1147.6959435603458
Syria,Japan,0,5,1,2023,1,,1273.1985694203977,1677.637177403811
China,South Korea,0,3,1,2023,1,,1120.132532181993,1585.349837638958
Singapore,Thailand,1,3,1,2023,1,,1060.4910523856254,1234.8025537821852
Taiwan,Malaysia,0,1,1,2023,1,,1099.7377885194762,1117.7887400548932
Kyrgyzstan,Oman,1,0,1,2023,1,,1081.6082839648375,1146.1377828934692
Uzbekistan,Iran,2,2,1,2023,1,,1455.3904813844354,1607.3060514043484
Hong Kong,Turkmenistan,2,2,1,2023,1,,1012.989045463473,1068.242005013011
Philippines,Indonesia,1,1,1,2023,1,,1090.6157998595534,1167.1384065272923
Vietnam,Iraq,0,1,1,2023,1,,1232.5909063624847,1421.0473132867432
Pakistan,Tajikistan,1,6,1,2023,1,,832.1353210559677,1215.6003071284483
Jordan,Saudi Arabia,0,2,1,2023,1,,1362.980304438364,1402.4419760412038
Bahrain,United Arab Emirates,0,2,1,2023,1,,1255.1161347733419,1125.7756600388007
Nepal,Yemen,0,2,1,2023,1,,917.8664870587463,1062.1635066067286
Palestine,Australia,0,1,1,2023,1,,1227.4144600006068,1122.8333284963444
Bangladesh,Lebanon,1,1,1,2023,1,,918.0336383124898,1099.285338391953
Ethiopia,Burkina Faso,0,3,1,2023,1,,1084.1766350034757,1391.8270567803754
South Sudan,Mauritania,0,0,1,2023,1,,1095.9894990307034,1177.849545710322
Togo,Senegal,0,0,1,2023,1,,1168.0979139843744,1137.2199536882376
Lesotho,Benin,0,0,1,2023,1,,1063.4521930433386,1227.628552308511
Rwanda,South Africa,2,0,1,2023,1,,1120.6556602633432,1133.7571457084043
Eswatini,Cabo Verde,0,2,1,2023,1,,979.7421941863602,1374.0980152707152
Libya,Cameroon,1,1,1,2023,1,,1178.445516381188,1456.5412307258755
Mauritius,Angola,0,0,1,2023,1,,1101.5899183305628,1112.9469060177687
Niger,Zambia,2,1,1,2023,1,,1161.5200065175245,1276.7951328150828
Tanzania,Morocco,0,2,1,2023,1,,1195.352530936004,1756.3282086514844
Somalia,Uganda,0,1,1,2023,1,,836.2388361263355,1245.5655489835779
Botswana,Guinea,1,0,1,2023,1,,1064.4866509749297,1301.9810215091343
Malawi,Tunisia,0,1,1,2023,1,,1137.9159646495777,1455.3995840959515
São Tomé and Príncipe,Namibia,0,2,1,2023,1,,1089.963637080535,1151.7123236790478
Comoros,Ghana,1,0,1,2023,1,,1180.135908747644,1379.567962694716
Austria,Germany,2,0,0,2023,0,,1616.42062196447,1722.99258024842
Poland,Latvia,2,0,0,2023,0,,1511.7976254443265,1080.9041909892803
Ireland,New Zealand,1,1,0,2023,0,,1096.0073493038524,1275.82222628613
Gibraltar,Netherlands,0,6,1,2023,1,,812.0471330803387,1128.151687745246
Greece,France,2,2,1,2023,1,,1455.8022293533938,1882.282707717226
Wales,Türkiye,1,1,1,2023,1,,1512.582782867166,1561.137208596013
Croatia,Armenia,1,0,1,2023,1,,1684.963700718385,1193.4368408453483
Andorra,Israel,0,2,1,2023,1,,944.218831990109,1328.1890676740397
Kosovo,Belarus,0,1,1,2023,1,,1313.2156029316602,1234.953607068201
Romania,Switzerland,1,0,1,2023,1,,1139.0619013396426,1637.6309889963475
Tonga,Cook Islands,1,2,1,2023,1,,833.8476493970737,871.5237627442372
Fiji,Tahiti,0,0,1,2023,1,,1021.6909709724987,1027.4397820276456
Vanuatu,Papua New Guinea,1,1,1,2023,1,,1095.5398238667967,969.187039495966
Solomon Islands,American Samoa,11,0,1,2023,1,,1056.990360992096,866.6410569503845
Cook Islands,New Caledonia,0,8,1,2023,1,,875.9836752577403,1101.750682723424
Northern Mariana Islands,Tahiti,0,5,1,2023,1,,1093.8073474417747,1027.3570575355573
Northern Mariana Islands,American Samoa,4,0,1,2023,1,,1087.8625432525855,864.135665054668
Tonga,Tuvalu,0,4,1,2023,1,,829.3877368835706,1088.0783902189435
Tahiti,Samoa,2,1,1,2023,1,,1033.3018617247465,878.7370287521409
Cook Islands,Papua New Guinea,0,3,1,2023,1,,873.8413844154937,970.9292635125131
New Caledonia,Vanuatu,1,0,1,2023,1,,1103.8929735656704,1093.7975998502495
Solomon Islands,Fiji,2,0,1,2023,1,,1059.4957528878124,1021.7736954645869
American Samoa,Tonga,2,6,1,2023,1,,861.9735387316218,827.5472331087769
Northern Mariana Islands,Tuvalu,1,4,1,2023,1,,1090.0246695756318,1089.9188939937371
Samoa,Cook Islands,3,0,1,2023,1,,875.8254077294318,870.2033243415459
Tahiti,Papua New Guinea,2,0,1,2023,1,,1036.2134827474556,974.5673235864609
Vanuatu,Fiji,2,4,1,2023,1,,1088.9428430827265,1017.3144364155493
Solomon Islands,New Caledonia,2,2,1,2023,1,,1063.95501193685,1108.7477303331934
Mexico,Colombia,2,3,0,2023,0,,1697.6259870601978,1725.5970262691462
Japan,Thailand,5,0,0,2024,0,,1678.5253716079662,1237.4852537738998
China,Hong Kong,1,2,0,2024,0,,1119.4896950911714,1013.7775632367218
Indonesia,Libya,0,4,0,2024,0,,1166.0546259959413,1181.7668845589865
Tajikistan,Hong Kong,2,1,0,2024,0,,1216.5911847519585,1020.2536125756848
Saudi Arabia,Lebanon,1,0,0,2024,0,,1406.8765064377994,1096.8903437170018
Indonesia,Libya,1,2,0,2024,0,,1161.2805895497415,1186.5409210051862
Iran,Burkina Faso,2,1,0,2024,0,,1605.2492471441994,1393.2812640197421
Kyrgyzstan,Syria,1,1,0,2024,0,,1087.5264051520041,1272.3103752162424
Qatar,Jordan,1,2,0,2024,0,,1415.2965293426855,1358.5457740417685
Togo,Algeria,0,3,0,2024,0,,1167.654710692256,1562.0729533761307
DR Congo,Angola,0,0,0,2024,0,,1124.8002884683144,1112.7835240143377
Iraq,South Korea,0,1,0,2024,0,,1423.5732208244438,1585.9926747297795
Bahrain,Australia,0,2,0,2024,0,,1248.3362485602265,1129.2945056625015
Mozambique,Lesotho,2,0,0,2024,0,,1208.4082123937644,1065.653429661803
United Arab Emirates,Oman,0,1,0,2024,0,,1132.555546251916,1140.2196617063025
Ivory Coast,Sierra Leone,5,1,0,2024,0,,1561.9140785622708,1146.0861213551177
Tunisia,Mauritania,0,0,0,2024,0,,1456.7848491300942,1176.6928107832496
Mali,Guinea-Bissau,6,2,0,2024,0,,1454.2270584217931,1132.4176476072942
Uzbekistan,Palestine,1,0,0,2024,0,,1457.4472856445843,1220.9532828344497
Egypt,Tanzania,2,0,0,2024,0,,1571.0783964895968,1194.97172855703
Nigeria,Guinea,0,2,0,2024,0,,1567.6050466405447,1294.0118649050307
Botswana,Mozambique,1,1,0,2024,0,,1072.4558075790333,1211.462108791839
Syria,Malaysia,2,2,0,2024,0,,1269.876401480528,1122.5291994645945
Senegal,Niger,1,0,0,2024,0,,1137.663156980356,1168.1206409822946
Ghana,Namibia,0,0,0,2024,0,,1371.9764661084423,1155.8329283278463
Japan,Jordan,6,1,0,2024,0,,1679.2571758202434,1364.3552963362627
Kyrgyzstan,Vietnam,2,1,0,2024,0,,1089.9603788877184,1230.0649988247842
Zambia,Cameroon,1,1,0,2024,0,,1270.1944983503126,1453.2198625480771
Equatorial Guinea,Djibouti,1,1,0,2024,0,,1198.7046866003452,1101.419772427363
Saudi Arabia,Palestine,0,0,0,2024,0,,1408.3140838810352,1218.9131037541802
Burundi,Algeria,0,4,0,2024,0,,1104.6615043942463,1563.0089503314387
Indonesia,Iran,0,5,0,2024,0,,1156.6434757576055,1607.5282847011792
South Africa,Lesotho,0,0,0,2024,0,,1128.5686894949574,1062.5995332637285
DR Congo,Burkina Faso,1,2,0,2024,0,,1124.6274222520826,1391.0022264627623
Bahrain,Angola,0,3,0,2024,0,,1241.6871333740771,1112.9563902305695
Saudi Arabia,Hong Kong,2,0,0,2024,0,,1405.8297400391034,1017.8123889406198
Tunisia,Cabo Verde,2,0,0,2024,0,,1453.4474898766457,1375.0343171197505
Morocco,Sierra Leone,3,1,0,2024,0,,1756.7090110304584,1145.249576265726
Qatar,Lebanon,3,0,1,2024,1,,1409.4870070481913,1095.452766273766
Kuwait,Libya,1,3,0,2024,0,,1123.6597103503354,1191.1780347973222
Sweden,Estonia,2,1,0,2024,0,,1513.0954602396405,1132.5261724034651
China,Tajikistan,0,0,1,2024,1,,1113.0136457522083,1219.0324083870235
Australia,India,2,0,1,2024,1,,1135.9436208486509,1101.782970421065
Uzbekistan,Syria,0,0,1,2024,1,,1459.487464724854,1267.87451010623
Ivory Coast,Guinea-Bissau,2,0,1,2024,1,,1562.7506236516624,1131.061832360361
Guatemala,Iceland,0,1,0,2024,0,,1137.228139422004,1324.5018749396925
United Arab Emirates,Hong Kong,3,1,1,2024,1,,1127.6658238528069,1016.8446602909079
Iran,Palestine,4,1,1,2024,1,,1608.2225696160083,1221.397447596112
Japan,Vietnam,4,2,1,2024,1,,1680.6602717975923,1223.1513520938445
Nigeria,Equatorial Guinea,1,1,1,2024,1,,1559.3201952918016,1197.3401219025368
Egypt,Mozambique,2,2,1,2024,1,,1572.1077341021007,1209.561969133128
Ghana,Cabo Verde,1,2,1,2024,1,,1369.213485132445,1371.14399598959
Indonesia,Iraq,1,3,1,2024,1,,1155.9491908427765,1420.7540287049235
South Korea,Bahrain,3,1,1,2024,1,,1588.8118668492998,1234.9149147525052
Malaysia,Jordan,0,4,1,2024,1,,1124.5310908388926,1362.9522003589138
Senegal,Gambia,3,0,1,2024,1,,1143.100356035821,1162.8098161070966
Cameroon,Guinea,1,1,1,2024,1,,1450.8052474164144,1302.2967162537739
Algeria,Angola,1,1,1,2024,1,,1563.6759887716455,1119.7286088521414
Thailand,Kyrgyzstan,2,0,1,2024,1,,1236.7534495616226,1096.8740256186582
Saudi Arabia,Oman,2,1,1,2024,1,,1406.7974686888153,1145.1093841054117
Burkina Faso,Mauritania,1,0,1,2024,1,,1392.7772282736873,1180.030170036698
Tunisia,Namibia,0,1,1,2024,1,,1457.3378110068063,1158.5959093038437
Mali,South Africa,2,0,1,2024,1,,1455.5828736687263,1127.6305638870724
Lebanon,China,0,0,1,2024,1,,1094.0436349239772,1114.4937222445003
Qatar,Tajikistan,1,0,1,2024,1,,1410.8961383979802,1217.5523318947314
Morocco,Tanzania,3,0,1,2024,1,,1756.996539705248,1193.942390944526
DR Congo,Zambia,1,1,1,2024,1,,1122.8524204411576,1272.6091134819753
Honduras,Iceland,0,2,0,2024,0,,1375.8032801323911,1327.0406568524131
Syria,Australia,0,1,1,2024,1,,1270.3827520450307,1140.4535876478826
India,Uzbekistan,0,3,1,2024,1,,1097.2730036218334,1456.9792227860532
Palestine,United Arab Emirates,1,1,1,2024,1,,1220.4237035010328,1131.1229521428177
Equatorial Guinea,Guinea-Bissau,4,2,1,2024,1,,1201.2332341310255,1130.292668184449
Ivory Coast,Nigeria,0,1,1,2024,1,,1563.5197878275744,1555.427083063313
Egypt,Ghana,2,2,1,2024,1,,1568.2114204572188,1364.2412671310392
Hong Kong,Iran,0,1,1,2024,1,,1013.3875320008971,1609.1963137110874
Iraq,Japan,2,1,1,2024,1,,1422.542263119995,1681.3303215176797
Vietnam,Indonesia,0,1,1,2024,1,,1222.481302373757,1154.160956427705
Cabo Verde,Mozambique,3,0,1,2024,1,,1376.1162139909957,1213.45828277801
Senegal,Cameroon,3,1,1,2024,1,,1148.3836940942915,1448.7893410997617
Guinea,Gambia,1,0,1,2024,1,,1304.3126225704266,1157.5264780486261
Kuwait,Uganda,0,2,0,2024,0,,1119.6193273277765,1246.431232726816
Jordan,South Korea,2,2,1,2024,1,,1364.9744236303866,1589.9653938771041
Bahrain,Malaysia,1,0,1,2024,1,,1233.7613877247009,1122.5088675674199
Algeria,Burkina Faso,2,2,1,2024,1,,1559.3965228582663,1395.0483839911478
Mauritania,Angola,2,3,1,2024,1,,1177.7590143192376,1124.0080747655206
Tunisia,Mali,1,1,1,2024,1,,1448.856913452363,1456.897777148793
USA,Slovenia,0,1,0,2024,0,,1694.040393577936,1449.1644050025245
Oman,Thailand,0,0,1,2024,1,,1143.294651439567,1239.842569624944
Kyrgyzstan,Saudi Arabia,0,2,1,2024,1,,1093.7849055553368,1408.61220135466
South Africa,Namibia,4,0,1,2024,1,,1126.3156604070057,1167.076806858287
Morocco,DR Congo,1,1,1,2024,1,,1757.3729835604902,1124.8833475345548
Zambia,Tanzania,1,1,1,2024,1,,1270.5781863885782,1193.565947089284
Qatar,China,1,0,1,2024,1,,1413.3693024879612,1114.1997612291711
Tajikistan,Lebanon,2,1,1,2024,1,,1215.0791678047503,1094.3375959393063
Guinea-Bissau,Nigeria,0,1,1,2024,1,,1126.2996300378652,1560.5435253889782
Ivory Coast,Equatorial Guinea,0,4,1,2024,1,,1558.4033455019091,1205.2262722776093
Cabo Verde,Egypt,2,2,1,2024,1,,1378.9326278646897,1565.5724833307052
Mozambique,Ghana,2,2,1,2024,1,,1210.641868904316,1366.8802042575528
Australia,Uzbekistan,1,1,1,2024,1,,1147.2408677588082,1458.0990611070874
Syria,India,1,0,1,2024,1,,1263.595471934105,1096.1531653007992
Hong Kong,Palestine,0,3,1,2024,1,,1013.0737470209294,1219.1661343220835
Iran,United Arab Emirates,2,1,1,2024,1,,1609.5100986910552,1132.380521321767
Gambia,Cameroon,2,3,1,2024,1,,1154.5215851032267,1440.296145879494
Guinea,Senegal,0,2,1,2024,1,,1307.317515515826,1156.8768893145593
Angola,Burkina Faso,2,0,1,2024,1,,1129.775500078443,1397.2516131447865
Mauritania,Algeria,1,0,1,2024,1,,1171.9915890063153,1557.1932937046276
Iraq,Vietnam,3,2,1,2024,1,,1430.7026012448764,1216.5105734673373
Japan,Indonesia,3,1,1,2024,1,,1673.1699833927983,1160.1316853341248
Namibia,Mali,0,0,1,2024,1,,1161.4928833899369,1456.782080474027
South Africa,Tunisia,0,0,1,2024,1,,1131.8995838753558,1448.972610127129
Tanzania,DR Congo,0,0,1,2024,1,,1194.656440883938,1129.6277646451297
Zambia,Morocco,0,1,1,2024,1,,1269.487692593924,1752.6285664499153
Jordan,Bahrain,0,1,1,2024,1,,1367.8246032786938,1237.2129015356331
South Korea,Malaysia,3,3,1,2024,1,,1587.115214228797,1119.0573537564876
Kyrgyzstan,Oman,1,1,1,2024,1,,1092.381291618186,1144.6493942084462
Saudi Arabia,Thailand,0,0,1,2024,1,,1410.015815291811,1238.4878268560647
Angola,Namibia,3,0,1,2024,1,,1138.0097348426107,1164.947997277777
Nigeria,Cameroon,2,0,1,2024,1,,1561.3023113561494,1441.9139358435932
Australia,Indonesia,4,0,1,2024,1,,1150.8094582321332,1159.6358709040742
Tajikistan,United Arab Emirates,1,1,1,2024,1,,1218.4082865205608,1131.777719648376
Egypt,DR Congo,1,1,1,2024,1,,1563.11818335615,1130.5528255153308
Equatorial Guinea,Guinea,0,1,1,2024,1,,1214.0685097444675,1300.278376305234
Iraq,Jordan,2,3,1,2024,1,,1432.9591893390057,1361.0287617571123
Qatar,Palestine,2,1,1,2024,1,,1414.8852361669672,1221.5052344714861
Cabo Verde,Mauritania,1,0,1,2024,1,,1381.386927839245,1181.009600259129
Ivory Coast,Senegal,1,1,1,2024,1,,1549.561108035051,1163.9160285251514
Saudi Arabia,South Korea,1,1,1,2024,1,,1407.7300855427616,1582.7482854439183
Uzbekistan,Thailand,2,1,1,2024,1,,1454.5304706337624,1240.773556605114
Mali,Burkina Faso,2,1,1,2024,1,,1453.326966586187,1389.0173783806188
Morocco,South Africa,0,2,1,2024,1,,1753.2120619784935,1135.5114958258612
Bahrain,Japan,1,3,1,2024,1,,1244.0087430572146,1673.6657978228488
Iran,Syria,1,1,1,2024,1,,1610.1129003644462,1266.3565014036303
Australia,South Korea,1,2,1,2024,1,,1155.9364532020488,1580.4230072704217
Tajikistan,Jordan,0,1,1,2024,1,,1217.1867825243557,1367.0493832183865
DR Congo,Guinea,3,1,1,2024,1,,1134.787236319142,1304.062567013105
Nigeria,Angola,1,0,1,2024,1,,1564.648751848719,1143.3966326201858
Iran,Japan,2,1,1,2024,1,,1606.32734623245,1674.443307117229
Qatar,Uzbekistan,1,1,1,2024,1,,1417.3580124200728,1456.7914383985897
Cabo Verde,South Africa,0,0,1,2024,1,,1383.7854960932884,1145.233832052813
Ivory Coast,Mali,2,1,1,2024,1,,1545.5408389138665,1457.411903814519
Costa Rica,El Salvador,2,0,0,2024,0,,1418.1490384589497,1202.9012193968138
Jordan,South Korea,2,0,1,2024,1,,1370.0171836105594,1581.222128931728
Qatar,Iran,3,2,1,2024,1,,1417.923080731646,1612.2952443450324
Ivory Coast,DR Congo,1,0,1,2024,1,,1549.2990800882508,1142.0472467113814
Nigeria,South Africa,1,1,1,2024,1,,1565.4616708025135,1148.2128209453708
Qatar,Jordan,3,1,1,2024,1,,1425.460919730754,1377.7304077932724
South Africa,DR Congo,0,0,1,2024,1,,1152.382524513329,1141.1720716057657
Ivory Coast,Nigeria,2,1,1,2024,1,,1550.1742551938664,1561.2919672345554
Trinidad and Tobago,Jamaica,0,1,0,2024,0,,1244.0071058038154,1366.0665224235854
Trinidad and Tobago,Jamaica,0,0,0,2024,0,,1240.6948130623255,1369.3788151650754
Kazakhstan,Turkmenistan,2,0,0,2024,0,,1204.8274830033338,1067.4534872397624
Solomon Islands,Fiji,2,1,0,2024,0,,1064.5960830795152,1023.3308918098113
Bonaire,El Salvador,1,1,0,2024,0,,1083.1235792200532,1200.655233443672
San Marino,Saint Kitts and Nevis,1,3,0,2024,0,,718.5092128415309,1086.8259204203432
Djibouti,Liberia,0,2,1,2024,1,,1102.7843371251713,1073.4832559225995
Somalia,Eswatini,0,3,1,2024,1,,835.3731523830975,978.8058923373248
Tonga,Samoa,1,4,1,2024,1,,833.0410523887762,880.7445065067762
South Africa,Andorra,1,1,1,2024,1,,1152.2212490921297,943.2305476965761
Cabo Verde,Guyana,1,0,1,2024,1,,1380.8065072007307,1060.7032398570827
Guinea,Vanuatu,6,0,1,2024,1,,1296.8025566208657,1082.9263876884645
Panama,Mexico,0,3,1,2024,1,,1514.3597291776418,1693.0276552566054
USA,Jamaica,3,1,1,2024,1,,1686.0033343556963,1367.6071847229762
Gibraltar,Lithuania,0,1,1,2024,1,,810.6523672303421,1069.5559322675117
Poland,Estonia,5,1,1,2024,1,,1512.5700466303203,1131.5203147243228
Wales,Finland,4,1,1,2024,1,,1513.277023518888,1338.3157392581306
Israel,Iceland,1,4,1,2024,1,,1329.1773519675726,1332.7378356997056
Bosnia and Herzegovina,Ukraine,1,2,1,2024,1,,1357.571434537249,1554.9184399245203
Georgia,Luxembourg,2,0,1,2024,1,,1361.7090479018746,1247.5864549285814
Greece,Kazakhstan,5,0,1,2024,1,,1460.0115064058955,1207.9474773430688
Qatar,Kuwait,3,0,1,2024,1,,1429.7783113697672,1116.367353736752
Afghanistan,India,0,0,1,2024,1,,966.6760100203963,1093.392135831274
Myanmar,Syria,1,1,1,2024,1,,1005.2169590919733,1270.1420555356265
Japan,North Korea,1,0,1,2024,1,,1668.4754090046467,1150.7911581372261
South Korea,Thailand,1,1,1,2024,1,,1573.508904749015,1238.5125888402868
Singapore,China,2,2,1,2024,1,,1057.8083523939108,1112.6838275501652
Taiwan,Kyrgyzstan,0,2,1,2024,1,,1094.997329109775,1093.1278663743337
Oman,Malaysia,2,0,1,2024,1,,1143.9028194522984,1123.4242825413662
Iran,Turkmenistan,5,0,1,2024,1,,1604.7574053459243,1064.3334929000273
Hong Kong,Uzbekistan,0,2,1,2024,1,,1010.7346468715269,1456.2263700870164
Indonesia,Vietnam,1,0,1,2024,1,,1154.5088759341586,1214.253985373208
Iraq,Philippines,1,0,1,2024,1,,1426.9385678777314,1091.6995803909044
Pakistan,Jordan,0,3,1,2024,1,,831.1444434324575,1373.4130161542594
Saudi Arabia,Tajikistan,1,0,1,2024,1,,1410.0553637162582,1214.2189821321829
Bahrain,Nepal,5,0,1,2024,1,,1243.2312337628343,914.831390311445
United Arab Emirates,Yemen,2,1,1,2024,1,,1132.999223644581,1065.1986033540297
Australia,Lebanon,2,0,1,2024,1,,1155.1373315407425,1091.008477223496
Palestine,Bangladesh,5,0,1,2024,1,,1219.0324582183805,920.4286329874411
Belize,Puerto Rico,1,1,0,2024,0,,908.6190007562024,1029.5861259854898
Cyprus,Latvia,1,1,0,2024,0,,1099.131827580054,1080.1317698032865
Ecuador,Guatemala,2,0,0,2024,0,,1578.6883858010822,1134.6893575092834
Ethiopia,Lesotho,1,2,0,2024,0,,1082.722427764109,1063.5376588716135
Malta,Slovenia,2,2,0,2024,0,,995.2661037459187,1457.201464224764
Montenegro,Belarus,2,0,0,2024,0,,1305.3163618438232,1241.0612172887713
Portugal,Sweden,5,2,0,2024,0,,1762.959387212527,1514.1013179187828
Solomon Islands,Fiji,0,2,0,2024,0,,1069.005005972149,1018.9219689171774
Venezuela,Italy,1,2,0,2024,0,,1490.236045503042,1693.2211565263503
Algeria,Bolivia,3,2,1,2024,1,,1548.175282451814,1326.1726091116589
Azerbaijan,Mongolia,1,0,1,2024,1,,1151.3343557225314,866.4887978129474
Bulgaria,Tanzania,1,0,1,2024,1,,1255.5127953861027,1193.731380013737
Egypt,New Zealand,1,0,1,2024,1,,1558.8837725523388,1273.4431964356334
Equatorial Guinea,Cambodia,2,0,1,2024,1,,1210.2843190365963,913.4969838148901
Brunei,Bermuda,0,2,1,2024,1,,852.0113647049526,974.446885066881
Central African Republic,Bhutan,6,0,1,2024,1,,1087.736617240951,865.740580133949
Sri Lanka,Papua New Guinea,0,0,1,2024,1,,1093.975277192664,970.4452890169997
Anguilla,Turks and Caicos Islands,0,0,1,2024,1,,753.967846061482,1082.4859878502375
United States Virgin Islands,British Virgin Islands,1,1,1,2024,1,,1063.990979934225,785.9403797542634
Albania,Chile,0,3,0,2024,0,,1386.956159904123,1461.9156772817446
Argentina,El Salvador,3,0,0,2024,0,,1889.079476304878,1199.025513793661
Armenia,Kosovo,0,1,0,2024,0,,1192.8793105752623,1307.10799271109
Burkina Faso,Libya,1,2,0,2024,0,,1384.9324411522866,1195.218417819881
Comoros,Uganda,4,0,0,2024,0,,1187.7274053339177,1249.6832063178406
Hungary,Türkiye,1,0,0,2024,0,,1512.0715085256268,1560.442967944291
Liechtenstein,Faroe Islands,0,4,0,2024,0,,794.1769335726369,1119.529407802333
