local,visita,goles_local,goles_visita,torneo_id,temporada
Czech Republic,Armenia,2,1,0,2024
Denmark,Faroe Islands,2,0,0,2024
El Salvador,Honduras,1,1,0,2024
England,Belgium,2,2,0,2024
France,Chile,3,2,0,2024
Germany,Netherlands,2,1,0,2024
Hungary,Kosovo,2,0,0,2024
Ivory Coast,Uruguay,2,1,0,2024
Latvia,Liechtenstein,1,1,0,2024
Malta,Belarus,0,0,0,2024
Morocco,Mauritania,0,0,0,2024
Nicaragua,Cuba,0,1,0,2024
Norway,Slovakia,1,1,0,2024
Peru,Dominican Republic,4,1,0,2024
Republic of Ireland,Switzerland,0,1,0,2024
Scotland,Northern Ireland,0,1,0,2024
Senegal,Benin,1,0,0,2024
Slovenia,Portugal,2,0,0,2024
Spain,Brazil,3,3,0,2024
Finland,Estonia,2,1,0,2024
Liberia,Djibouti,0,0,1,2024
Eswatini,Somalia,2,2,1,2024
Mauritius,Chad,1,2,1,2024
South Sudan,São Tomé and Príncipe,0,0,1,2024
Tonga,Cook Islands,0,1,1,2024
Northern Mariana Islands,Guam,2,2,1,2024
Northern Mariana Islands,Guam,2,1,1,2024
Trinidad and Tobago,Guyana,2,1,0,2024
Trinidad and Tobago,Guyana,2,0,0,2024
Grenada,Saint Vincent and the Grenadines,0,3,0,2024
Guatemala,Nicaragua,1,1,0,2024
Galicia,Panama,0,2,0,2024
Basque Country,Uruguay,1,1,0,2024
Bolivia,Mexico,0,1,0,2024
Costa Rica,Uruguay,0,0,0,2024
Greenland,Turkmenistan,0,5,0,2024
Indonesia,Tanzania,0,0,0,2024
Albania,Liechtenstein,3,0,0,2024
Croatia,North Macedonia,3,0,0,2024
England,Bosnia and Herzegovina,3,0,0,2024
Germany,Ukraine,0,0,0,2024
Gibraltar,Scotland,0,2,0,2024
Austria,Serbia,2,1,0,2024
Italy,Turkey,0,0,0,2024
Portugal,Finland,4,2,0,2024
Republic of Ireland,Hungary,2,1,0,2024
Romania,Bulgaria,0,0,0,2024
Slovenia,Armenia,2,1,0,2024
Switzerland,Estonia,4,0,0,2024
Belgium,Montenegro,2,0,0,2024
Denmark,Sweden,2,1,0,2024
France,Luxembourg,3,0,0,2024
Mexico,Uruguay,0,4,0,2024
Norway,Kosovo,3,0,0,2024
San Marino,Slovakia,0,4,0,2024
Spain,Andorra,5,0,0,2024
Sierra Leone,Djibouti,2,1,1,2024
Togo,South Sudan,1,1,1,2024
Namibia,Liberia,1,1,1,2024
Tunisia,Equatorial Guinea,1,0,1,2024
Central African Republic,Chad,1,0,1,2024
Antigua and Barbuda,Bermuda,1,1,1,2024
Trinidad and Tobago,Grenada,2,2,1,2024
Curaçao,Barbados,4,1,1,2024
Nicaragua,Montserrat,4,1,1,2024
Guatemala,Dominica,6,0,1,2024
Suriname,Saint Vincent and the Grenadines,4,1,1,2024
Gibraltar,Wales,0,0,0,2024
Netherlands,Canada,4,0,0,2024
Guinea-Bissau,Ethiopia,0,0,1,2024
Egypt,Burkina Faso,2,1,1,2024
Mauritania,Sudan,0,2,1,2024
Senegal,DR Congo,1,1,1,2024
Benin,Rwanda,1,0,1,2024
Libya,Mauritius,2,1,1,2024
Algeria,Guinea,1,2,1,2024
Malawi,São Tomé and Príncipe,3,1,1,2024
Mali,Ghana,1,2,1,2024
Afghanistan,Qatar,0,0,1,2024
India,Kuwait,0,0,1,2024
Myanmar,Japan,0,5,1,2024
North Korea,Syria,1,0,1,2024
China,Thailand,1,1,1,2024
Singapore,South Korea,0,7,1,2024
Taiwan,Oman,0,3,1,2024
Kyrgyzstan,Malaysia,1,1,1,2024
Uzbekistan,Turkmenistan,3,1,1,2024
Hong Kong,Iran,2,4,1,2024
Indonesia,Iraq,0,2,1,2024
Vietnam,Philippines,3,2,1,2024
Jordan,Tajikistan,3,0,1,2024
Pakistan,Saudi Arabia,0,3,1,2024
Nepal,United Arab Emirates,0,4,1,2024
Bahrain,Yemen,0,0,1,2024
Bangladesh,Australia,0,2,1,2024
Palestine,Lebanon,0,0,1,2024
Honduras,Cuba,3,1,1,2024
Costa Rica,Saint Kitts and Nevis,4,0,1,2024
Haiti,Saint Lucia,2,1,1,2024
Panama,Guyana,2,0,1,2024
Jamaica,Dominican Republic,1,0,1,2024
El Salvador,Puerto Rico,0,0,1,2024
Albania,Azerbaijan,3,1,0,2024
Armenia,Kazakhstan,2,1,0,2024
Belarus,Russia,0,4,0,2024
Cambodia,Mongolia,2,0,0,2024
Czech Republic,Malta,7,1,0,2024
England,Iceland,0,1,0,2024
Germany,Greece,2,1,0,2024
Peru,Paraguay,0,0,0,2024
Poland,Ukraine,3,1,0,2024
Romania,Liechtenstein,0,0,0,2024
Scotland,Finland,2,2,0,2024
Zimbabwe,Lesotho,0,2,1,2024
Nigeria,South Africa,1,1,1,2024
Angola,Eswatini,1,0,1,2024
Morocco,Zambia,2,1,1,2024
Kenya,Burundi,1,1,1,2024
Ivory Coast,Gabon,1,0,1,2024
Mozambique,Somalia,2,1,1,2024
Uganda,Botswana,1,0,1,2024
Madagascar,Comoros,2,1,1,2024
Brunei,Sri Lanka,1,0,0,2024
Latvia,Lithuania,0,2,1,2024
Estonia,Faroe Islands,4,1,1,2024
Belgium,Luxembourg,3,0,0,2024
Denmark,Norway,3,1,0,2024
Hungary,Israel,3,0,0,2024
Mexico,Brazil,2,3,0,2024
Moldova,Cyprus,3,2,0,2024
Portugal,Croatia,1,2,0,2024
Slovenia,Bulgaria,1,1,0,2024
Spain,Northern Ireland,5,1,0,2024
Sweden,Serbia,0,3,0,2024
Switzerland,Austria,1,1,0,2024
United States,Colombia,1,5,0,2024
Cameroon,Cape Verde,4,1,1,2024
Gambia,Seychelles,5,1,1,2024
Cayman Islands,Antigua and Barbuda,1,0,1,2024
Bahamas,Trinidad and Tobago,1,7,1,2024
Aruba,Curaçao,0,2,1,2024
Belize,Nicaragua,0,4,1,2024
British Virgin Islands,Guatemala,0,3,1,2024
Anguilla,Suriname,0,4,1,2024
Argentina,Ecuador,1,0,0,2024
France,Canada,0,0,0,2024
Italy,Bosnia and Herzegovina,1,0,0,2024
Montenegro,Georgia,1,3,0,2024
Slovakia,Wales,4,0,0,2024
Djibouti,Ethiopia,1,1,1,2024
Mauritania,Senegal,0,1,1,2024
DR Congo,Togo,1,0,1,2024
São Tomé and Príncipe,Liberia,0,1,1,2024
Namibia,Tunisia,0,0,1,2024
Bermuda,Honduras,1,6,1,2024
Grenada,Costa Rica,0,3,1,2024
Barbados,Haiti,1,3,1,2024
Montserrat,Panama,1,3,1,2024
Dominica,Jamaica,2,3,1,2024
Saint Vincent and the Grenadines,El Salvador,1,3,1,2024
Czech Republic,North Macedonia,2,1,0,2024
Netherlands,Iceland,4,0,0,2024
Poland,Turkey,2,1,0,2024
Guinea-Bissau,Egypt,1,1,1,2024
Burkina Faso,Sierra Leone,2,2,1,2024
Benin,Nigeria,2,1,1,2024
Somalia,Botswana,1,3,1,2024
Uganda,Algeria,1,2,1,2024
Guinea,Mozambique,0,1,1,2024
Equatorial Guinea,Malawi,1,0,1,2024
Ghana,Central African Republic,4,3,1,2024
Latvia,Faroe Islands,1,0,1,2024
Lithuania,Estonia,1,1,1,2024
Brunei,Sri Lanka,1,0,0,2024
Andorra,Northern Ireland,0,2,0,2024
Azerbaijan,Kazakhstan,3,2,0,2024
Chile,Paraguay,3,0,0,2024
Greece,Malta,2,0,0,2024
Israel,Belarus,4,0,0,2024
Moldova,Ukraine,0,4,0,2024
Mongolia,Cambodia,2,1,0,2024
Portugal,Republic of Ireland,3,0,0,2024
San Marino,Cyprus,1,4,0,2024
South Sudan,Sudan,0,3,1,2024
Lesotho,Rwanda,0,1,1,2024
South Africa,Zimbabwe,3,1,1,2024
Cape Verde,Libya,1,0,1,2024
Mauritius,Eswatini,2,1,1,2024
Angola,Cameroon,1,1,1,2024
Zambia,Tanzania,0,1,1,2024
Morocco,Congo,6,0,1,2024
Kenya,Ivory Coast,0,0,1,2024
Gabon,Gambia,3,2,1,2024
Seychelles,Burundi,1,3,1,2024
Madagascar,Mali,0,0,1,2024
Chad,Comoros,0,2,1,2024
Kuwait,Afghanistan,1,0,1,2024
Qatar,India,2,1,1,2024
Japan,Syria,5,0,1,2024
North Korea,Myanmar,4,1,1,2024
Thailand,Singapore,3,1,1,2024
South Korea,China,1,0,1,2024
Oman,Kyrgyzstan,1,1,1,2024
Malaysia,Taiwan,3,1,1,2024
Turkmenistan,Hong Kong,0,0,1,2024
Iran,Uzbekistan,0,0,1,2024
Indonesia,Philippines,2,0,1,2024
Iraq,Vietnam,3,1,1,2024
Tajikistan,Pakistan,3,0,1,2024
Saudi Arabia,Jordan,1,2,1,2024
United Arab Emirates,Bahrain,1,1,1,2024
Yemen,Nepal,2,2,1,2024
Lebanon,Bangladesh,4,0,1,2024
Australia,Palestine,5,0,1,2024
Cuba,Cayman Islands,3,0,1,2024
Saint Kitts and Nevis,Bahamas,1,0,1,2024
Saint Lucia,Aruba,2,2,1,2024
Guyana,Belize,3,1,1,2024
Dominican Republic,British Virgin Islands,4,0,1,2024
Puerto Rico,Anguilla,8,0,1,2024
Ecuador,Bolivia,3,1,0,2024
United States,Brazil,1,1,0,2024
Germany,Scotland,5,1,1,2024
Argentina,Guatemala,4,1,0,2024
El Salvador,Peru,0,1,0,2024
Hungary,Switzerland,1,3,1,2024
Spain,Croatia,3,0,1,2024
Italy,Albania,2,1,1,2024
Colombia,Bolivia,3,0,0,2024
Vanuatu,Solomon Islands,1,0,1,2024
Ecuador,Honduras,2,1,0,2024
Slovenia,Denmark,1,1,1,2024
Serbia,England,0,1,1,2024
Poland,Netherlands,1,2,1,2024
Panama,Paraguay,0,1,0,2024
Tahiti,Samoa,2,0,1,2024
Fiji,Papua New Guinea,5,1,1,2024
Austria,France,0,1,1,2024
Romania,Ukraine,3,0,1,2024
Belgium,Slovakia,0,1,1,2024
Turkey,Georgia,3,1,1,2024
Portugal,Czech Republic,2,1,1,2024
New Zealand,Solomon Islands,3,0,1,2024
Germany,Hungary,2,0,1,2024
Scotland,Switzerland,1,1,1,2024
Croatia,Albania,2,2,1,2024
Papua New Guinea,Tahiti,1,1,1,2024
Fiji,Samoa,9,1,1,2024
Spain,Italy,1,0,1,2024
Slovenia,Serbia,1,1,1,2024
Denmark,England,1,1,1,2024
Argentina,Canada,2,0,1,2024
Poland,Austria,1,3,1,2024
Netherlands,France,0,0,1,2024
Slovakia,Ukraine,1,2,1,2024
Vanuatu,New Zealand,0,4,1,2024
Peru,Chile,0,0,1,2024
Belgium,Romania,2,0,1,2024
Georgia,Czech Republic,1,1,1,2024
Turkey,Portugal,0,3,1,2024
Samoa,Papua New Guinea,1,2,1,2024
Fiji,Tahiti,1,0,1,2024
Ecuador,Venezuela,1,2,1,2024
Mexico,Jamaica,1,0,1,2024
Germany,Switzerland,1,1,1,2024
Scotland,Hungary,0,1,1,2024
United States,Bolivia,2,0,1,2024
Uruguay,Panama,3,1,1,2024
Albania,Spain,0,1,1,2024
Croatia,Italy,1,1,1,2024
Colombia,Paraguay,2,1,1,2024
Brazil,Costa Rica,0,0,1,2024
England,Slovenia,0,0,1,2024
Denmark,Serbia,0,0,1,2024
Netherlands,Austria,2,3,1,2024
France,Poland,1,1,1,2024
Peru,Canada,0,1,1,2024
Chile,Argentina,0,1,1,2024
Slovakia,Romania,1,1,1,2024
Ukraine,Belgium,0,0,1,2024
Georgia,Portugal,2,0,1,2024
Czech Republic,Turkey,1,2,1,2024
Ecuador,Jamaica,3,1,1,2024
Venezuela,Mexico,1,0,1,2024
Vanuatu,Fiji,2,1,1,2024
New Zealand,Tahiti,5,0,1,2024
United States,Panama,1,2,1,2024
Uruguay,Bolivia,5,0,1,2024
Colombia,Costa Rica,3,0,1,2024
Paraguay,Brazil,1,4,1,2024
Switzerland,Italy,2,0,1,2024
Germany,Denmark,2,0,1,2024
Argentina,Peru,2,0,1,2024
Canada,Chile,0,0,1,2024
England,Slovakia,2,1,1,2024
Spain,Georgia,4,1,1,2024
Tahiti,Fiji,2,1,1,2024
Vanuatu,New Zealand,0,3,1,2024
Mexico,Ecuador,0,0,1,2024
Jamaica,Venezuela,0,3,1,2024
France,Belgium,1,0,1,2024
Portugal,Slovenia,0,0,1,2024
United States,Uruguay,0,1,1,2024
Bolivia,Panama,1,3,1,2024
Romania,Netherlands,0,3,1,2024
Austria,Turkey,1,2,1,2024
Brazil,Colombia,1,1,1,2024
Costa Rica,Paraguay,2,1,1,2024
Argentina,Ecuador,1,1,1,2024
Germany,Spain,1,2,1,2024
Portugal,France,0,0,1,2024
Venezuela,Canada,1,1,1,2024
England,Switzerland,1,1,1,2024
Netherlands,Turkey,2,1,1,2024
Uruguay,Brazil,0,0,1,2024
Colombia,Panama,5,0,1,2024
Spain,France,2,1,1,2024
Argentina,Canada,2,0,1,2024
Netherlands,England,1,2,1,2024
Uruguay,Colombia,0,1,1,2024
Canada,Uruguay,2,2,1,2024
Spain,England,2,1,1,2024
Argentina,Colombia,1,0,1,2024
Guatemala,El Salvador,0,1,0,2024
Jordan,North Korea,0,0,0,2024
Jordan,North Korea,2,1,0,2024
Guatemala,Uruguay,1,1,0,2024
Fiji,Solomon Islands,1,0,1,2024
Fiji,Hong Kong,1,1,1,2024
India,Mauritius,0,0,1,2024
Gibraltar,Andorra,1,0,0,2024
Lebanon,Tajikistan,1,0,1,2024
Malaysia,Philippines,2,1,1,2024
Comoros,Gambia,1,1,1,2024
Libya,Rwanda,1,1,1,2024
Sudan,Niger,1,0,1,2024
Tanzania,Ethiopia,0,0,1,2024
United States Virgin Islands,Bahamas,3,3,1,2024
Turks and Caicos Islands,Anguilla,0,2,1,2024
Cayman Islands,British Virgin Islands,1,0,1,2024
Hong Kong,Solomon Islands,3,0,1,2024
Bhutan,Bangladesh,0,1,0,2024
Vietnam,Russia,0,3,0,2024
Sri Lanka,Cambodia,0,0,1,2024
Timor-Leste,Mongolia,4,1,1,2024
Tunisia,Madagascar,1,0,1,2024
Central African Republic,Lesotho,3,1,1,2024
Algeria,Equatorial Guinea,2,0,1,2024
Ghana,Angola,0,1,1,2024
Guinea-Bissau,Eswatini,1,0,1,2024
Congo,South Sudan,1,0,1,2024
Malawi,Burundi,2,3,1,2024
Guyana,Suriname,1,3,1,2024
Costa Rica,Guadeloupe,3,0,1,2024
Guatemala,Martinique,3,1,1,2024
Montserrat,El Salvador,1,4,1,2024
Bonaire,Saint Vincent and the Grenadines,1,1,1,2024
Portugal,Croatia,2,1,1,2024
Scotland,Poland,2,3,1,2024
Denmark,Switzerland,2,0,1,2024
Serbia,Spain,0,0,1,2024
Azerbaijan,Sweden,1,3,1,2024
Estonia,Slovakia,0,1,1,2024
Northern Ireland,Luxembourg,2,0,1,2024
Belarus,Bulgaria,0,0,1,2024
San Marino,Liechtenstein,1,0,1,2024
Bolivia,Venezuela,4,0,1,2024
Argentina,Chile,3,0,1,2024
Qatar,United Arab Emirates,1,3,1,2024
Uzbekistan,North Korea,1,0,1,2024
Iran,Kyrgyzstan,1,0,1,2024
Iraq,Oman,1,0,1,2024
South Korea,Palestine,0,0,1,2024
Jordan,Kuwait,1,1,1,2024
Japan,China,7,0,1,2024
Australia,Bahrain,0,1,1,2024
Saudi Arabia,Indonesia,1,1,1,2024
Syria,Mauritius,2,0,1,2024
Brunei,Macau,3,0,1,2024
Morocco,Gabon,4,1,1,2024
Egypt,Cape Verde,3,0,1,2024
Togo,Liberia,1,1,1,2024
Sierra Leone,Chad,0,0,1,2024
Ivory Coast,Zambia,2,0,1,2024
DR Congo,Guinea,1,0,1,2024
Mali,Mozambique,1,1,1,2024
Kenya,Zimbabwe,0,0,1,2024
South Africa,Uganda,2,2,1,2024
Senegal,Burkina Faso,1,1,1,2024
French Guiana,Nicaragua,0,1,1,2024
Jamaica,Cuba,0,0,1,2024
Honduras,Trinidad and Tobago,4,0,1,2024
Saint Lucia,Curaçao,2,1,1,2024
Grenada,Saint Martin,2,0,1,2024
Sint Maarten,Aruba,2,0,1,2024
Puerto Rico,Haiti,1,4,1,2024
Belgium,Israel,3,1,1,2024
France,Italy,1,3,1,2024
Kazakhstan,Norway,0,0,1,2024
Slovenia,Austria,1,1,1,2024
Iceland,Montenegro,2,0,1,2024
Wales,Turkey,0,0,1,2024
Kosovo,Romania,0,3,1,2024
Lithuania,Cyprus,0,1,1,2024
Cook Islands,Tonga,1,3,1,2024
Samoa,American Samoa,2,0,1,2024
Peru,Colombia,1,1,1,2024
Uruguay,Paraguay,0,0,1,2024
Brazil,Ecuador,1,0,1,2024
Mexico,New Zealand,3,0,0,2024
United States,Canada,1,2,0,2024
Mauritania,Botswana,1,0,1,2024
Nigeria,Benin,3,0,1,2024
Cameroon,Namibia,1,0,1,2024
Bermuda,Dominican Republic,2,3,1,2024
Antigua and Barbuda,Dominica,1,2,1,2024
Bahamas,Barbados,2,3,1,2024
Turks and Caicos Islands,Belize,0,4,1,2024
Cayman Islands,Saint Kitts and Nevis,1,4,1,2024
Germany,Hungary,5,0,1,2024
Netherlands,Bosnia and Herzegovina,5,2,1,2024
Georgia,Czech Republic,4,1,1,2024
Ukraine,Albania,1,2,1,2024
Republic of Ireland,England,0,2,1,2024
Greece,Finland,3,0,1,2024
Faroe Islands,North Macedonia,1,1,1,2024
Armenia,Latvia,4,1,1,2024
Moldova,Malta,2,0,1,2024
Bhutan,Bangladesh,1,0,0,2024
Tajikistan,Philippines,0,0,1,2024
Malaysia,Lebanon,1,0,1,2024
Gambia,Tunisia,1,2,1,2024
Saint Vincent and the Grenadines,Montserrat,2,0,1,2024
Bonaire,El Salvador,1,2,1,2024
Portugal,Scotland,2,1,1,2024
Croatia,Poland,1,0,1,2024
Denmark,Serbia,2,0,1,2024
Switzerland,Spain,1,4,1,2024
Slovakia,Azerbaijan,2,0,1,2024
Sweden,Estonia,3,0,1,2024
Luxembourg,Belarus,0,1,1,2024
Bulgaria,Northern Ireland,1,0,1,2024
Gibraltar,Liechtenstein,2,2,1,2024
India,Syria,0,3,1,2024
Madagascar,Comoros,1,1,1,2024
Morocco,Lesotho,1,0,1,2024
Equatorial Guinea,Togo,2,2,1,2024
Niger,Ghana,1,1,1,2024
Angola,Sudan,2,1,1,2024
Ethiopia,DR Congo,0,2,1,2024
Uganda,Congo,2,0,1,2024
Burundi,Senegal,0,1,1,2024
Guadeloupe,Suriname,1,0,1,2024
Martinique,Guyana,2,2,1,2024
Guatemala,Costa Rica,0,0,1,2024
Curaçao,Saint Martin,4,0,1,2024
Grenada,Saint Lucia,1,2,1,2024
Haiti,Sint Maarten,6,0,1,2024
Puerto Rico,Aruba,1,0,1,2024
France,Belgium,2,0,1,2024
Israel,Italy,1,2,1,2024
Norway,Austria,2,1,1,2024
Slovenia,Kazakhstan,3,0,1,2024
Montenegro,Wales,1,2,1,2024
Turkey,Iceland,3,1,1,2024
Cyprus,Kosovo,0,4,1,2024
Romania,Lithuania,3,1,1,2024
Samoa,Tonga,2,1,1,2024
Mexico,Canada,0,0,0,2024
Moldova,San Marino,1,0,0,2024
United States,New Zealand,1,1,0,2024
Vietnam,Thailand,1,2,0,2024
Cambodia,Sri Lanka,2,2,1,2024
Macau,Brunei,0,1,1,2024
Mongolia,Timor-Leste,2,0,1,2024
Gabon,Central African Republic,2,0,1,2024
Botswana,Egypt,0,4,1,2024
Cape Verde,Mauritania,2,0,1,2024
Rwanda,Nigeria,0,0,1,2024
Benin,Libya,2,1,1,2024
Liberia,Algeria,0,3,1,2024
Zambia,Sierra Leone,3,2,1,2024
Chad,Ivory Coast,0,2,1,2024
Guinea,Tanzania,1,2,1,2024
Mozambique,Guinea-Bissau,2,1,1,2024
Eswatini,Mali,0,1,1,2024
Namibia,Kenya,1,2,1,2024
South Sudan,South Africa,2,3,1,2024
Burkina Faso,Malawi,3,1,1,2024
Cuba,Nicaragua,1,1,1,2024
Trinidad and Tobago,French Guiana,0,0,1,2024
Honduras,Jamaica,1,2,1,2024
Dominican Republic,Dominica,2,0,1,2024
Antigua and Barbuda,Bermuda,0,1,1,2024
United States Virgin Islands,Barbados,0,3,1,2024
Belize,Anguilla,1,0,1,2024
Saint Kitts and Nevis,British Virgin Islands,2,0,1,2024
Hungary,Bosnia and Herzegovina,0,0,1,2024
Netherlands,Germany,2,2,1,2024
Albania,Georgia,0,1,1,2024
Czech Republic,Ukraine,3,2,1,2024
England,Finland,2,0,1,2024
Republic of Ireland,Greece,0,2,1,2024
Latvia,Faroe Islands,1,0,1,2024
North Macedonia,Armenia,2,0,1,2024
Andorra,Malta,0,1,1,2024
Colombia,Argentina,2,1,1,2024
Ecuador,Peru,1,0,1,2024
Chile,Bolivia,1,2,1,2024
Venezuela,Uruguay,0,0,1,2024
Paraguay,Brazil,1,0,1,2024
North Korea,Qatar,2,2,1,2024
Kyrgyzstan,Uzbekistan,2,3,1,2024
United Arab Emirates,Iran,0,1,1,2024
Oman,South Korea,1,3,1,2024
Kuwait,Iraq,0,0,1,2024
Palestine,Jordan,1,3,1,2024
Bahrain,Japan,0,5,1,2024
Indonesia,Australia,0,0,1,2024
China,Saudi Arabia,1,2,1,2024
Zimbabwe,Cameroon,0,0,1,2024
Brunei,Timor-Leste,0,1,1,2024
Barbados,United States Virgin Islands,5,0,1,2024
Belize,Anguilla,1,0,1,2024
Saint Kitts and Nevis,British Virgin Islands,3,1,1,2024
Liechtenstein,Hong Kong,1,0,0,2024
Myanmar,Sri Lanka,2,0,0,2024
Cape Verde,Botswana,0,1,1,2024
Algeria,Togo,5,1,1,2024
Ghana,Sudan,0,0,1,2024
DR Congo,Tanzania,1,0,1,2024
Namibia,Zimbabwe,0,1,1,2024
Burkina Faso,Burundi,4,1,1,2024
Cuba,Trinidad and Tobago,2,2,1,2024
French Guiana,Honduras,2,3,1,2024
Nicaragua,Jamaica,0,2,1,2024
Bonaire,Montserrat,0,1,1,2024
Saint Vincent and the Grenadines,El Salvador,2,3,1,2024
Israel,France,1,4,1,2024
Italy,Belgium,2,2,1,2024
England,Greece,1,2,1,2024
Finland,Republic of Ireland,1,2,1,2024
Austria,Kazakhstan,4,0,1,2024
Norway,Slovenia,3,0,1,2024
Latvia,North Macedonia,0,3,1,2024
Faroe Islands,Armenia,2,2,1,2024
Gibraltar,San Marino,1,0,1,2024
Moldova,Andorra,2,0,1,2024
Bolivia,Colombia,1,0,1,2024
Ecuador,Paraguay,0,0,1,2024
Venezuela,Argentina,1,1,1,2024
Chile,Brazil,1,2,1,2024
Papua New Guinea,New Caledonia,1,3,1,2024
Fiji,Solomon Islands,1,0,1,2024
Qatar,Kyrgyzstan,3,1,1,2024
Uzbekistan,Iran,0,0,1,2024
United Arab Emirates,North Korea,1,1,1,2024
Jordan,South Korea,0,2,1,2024
Oman,Kuwait,4,0,1,2024
Iraq,Palestine,1,0,1,2024
Bahrain,Indonesia,2,2,1,2024
Australia,China,3,1,1,2024
Saudi Arabia,Japan,0,2,1,2024
Cambodia,Taiwan,3,2,0,2024
Madagascar,Gambia,1,1,1,2024
Tunisia,Comoros,0,1,1,2024
Gabon,Lesotho,0,0,1,2024
Egypt,Mauritania,2,0,1,2024
Benin,Rwanda,3,0,1,2024
Nigeria,Libya,1,0,1,2024
Equatorial Guinea,Liberia,1,0,1,2024
Angola,Niger,2,0,1,2024
Zambia,Chad,0,0,1,2024
Ivory Coast,Sierra Leone,4,1,1,2024
Mozambique,Eswatini,1,1,1,2024
Mali,Guinea-Bissau,1,0,1,2024
Cameroon,Kenya,4,1,1,2024
Uganda,South Sudan,1,0,1,2024
South Africa,Congo,5,0,1,2024
Senegal,Malawi,4,0,1,2024
Guadeloupe,Martinique,0,1,1,2024
Suriname,Costa Rica,1,1,1,2024
Guyana,Guatemala,1,3,1,2024
Grenada,Curaçao,0,0,1,2024
Saint Lucia,Saint Martin,2,1,1,2024
Sint Maarten,Puerto Rico,3,2,1,2024
Aruba,Haiti,1,3,1,2024
Bosnia and Herzegovina,Germany,1,2,1,2024
Hungary,Netherlands,1,1,1,2024
Czech Republic,Albania,2,0,1,2024
Ukraine,Georgia,1,0,1,2024
Iceland,Wales,2,2,1,2024
Turkey,Montenegro,1,0,1,2024
Estonia,Azerbaijan,3,1,1,2024
Slovakia,Sweden,2,2,1,2024
Peru,Uruguay,1,0,1,2024
New Zealand,Tahiti,3,0,1,2024
Syria,Tajikistan,1,0,1,2024
Thailand,Philippines,3,1,1,2024
United States,Panama,2,0,0,2024
Vietnam,India,1,1,0,2024
Morocco,Central African Republic,5,0,1,2024
Guinea,Ethiopia,4,1,1,2024
Antigua and Barbuda,Dominican Republic,0,5,1,2024
Bermuda,Dominica,6,1,1,2024
Bahamas,United States Virgin Islands,3,1,1,2024
Turks and Caicos Islands,Anguilla,2,1,1,2024
Cayman Islands,British Virgin Islands,1,0,1,2024
Croatia,Scotland,2,1,1,2024
Poland,Portugal,1,3,1,2024
Serbia,Switzerland,2,0,1,2024
Spain,Denmark,1,0,1,2024
Lithuania,Kosovo,1,2,1,2024
Cyprus,Romania,0,3,1,2024
Bulgaria,Luxembourg,0,0,1,2024
Belarus,Northern Ireland,0,0,1,2024
Vanuatu,Samoa,4,1,1,2024
Andorra,San Marino,2,0,0,2024
Myanmar,Sri Lanka,0,0,0,2024
Burundi,Burkina Faso,0,2,1,2024
Montserrat,Bonaire,0,1,1,2024
Saint Vincent and the Grenadines,El Salvador,2,1,1,2024
Finland,England,1,3,1,2024
Greece,Republic of Ireland,2,0,1,2024
Kazakhstan,Slovenia,0,1,1,2024
Austria,Norway,5,1,1,2024
Faroe Islands,Latvia,1,1,1,2024
Armenia,North Macedonia,0,2,1,2024
Liechtenstein,Gibraltar,0,0,1,2024
Malta,Moldova,1,0,1,2024
New Zealand,Malaysia,4,0,0,2024
Gambia,Madagascar,1,0,1,2024
Liberia,Equatorial Guinea,1,2,1,2024
Togo,Algeria,0,1,1,2024
Eswatini,Mozambique,0,3,1,2024
Kenya,Cameroon,0,1,1,2024
Zimbabwe,Namibia,3,1,1,2024
Nicaragua,French Guiana,3,2,1,2024
Jamaica,Honduras,0,0,1,2024
Trinidad and Tobago,Cuba,3,1,1,2024
Curaçao,Grenada,1,0,1,2024
Saint Lucia,Saint Martin,0,4,1,2024
Puerto Rico,Sint Maarten,2,1,1,2024
Aruba,Haiti,3,5,1,2024
Belgium,France,1,2,1,2024
Italy,Israel,4,1,1,2024
Bosnia and Herzegovina,Hungary,0,2,1,2024
Germany,Netherlands,1,0,1,2024
Georgia,Albania,0,1,1,2024
Ukraine,Czech Republic,1,1,1,2024
Iceland,Turkey,2,4,1,2024
Wales,Montenegro,1,0,1,2024
Azerbaijan,Slovakia,1,3,1,2024
Estonia,Sweden,0,3,1,2024
Tajikistan,Philippines,0,3,1,2024
Thailand,Syria,2,1,1,2024
Canada,Panama,2,1,0,2024
Hong Kong,Cambodia,3,0,0,2024
Mexico,United States,2,0,0,2024
Comoros,Tunisia,1,1,1,2024
Lesotho,Gabon,0,2,1,2024
Morocco,Central African Republic,4,0,1,2024
Mauritania,Egypt,0,1,1,2024
Botswana,Cape Verde,1,0,1,2024
Rwanda,Benin,2,1,1,2024
Sudan,Ghana,2,0,1,2024
Niger,Angola,0,1,1,2024
Chad,Zambia,0,1,1,2024
Sierra Leone,Ivory Coast,1,0,1,2024
Tanzania,DR Congo,0,2,1,2024
Ethiopia,Guinea,0,3,1,2024
Guinea-Bissau,Mali,0,0,1,2024
South Sudan,Uganda,1,2,1,2024
Congo,South Africa,1,1,1,2024
Malawi,Senegal,0,1,1,2024
Costa Rica,Guatemala,3,0,1,2024
Guadeloupe,Martinique,0,0,1,2024
Suriname,Guyana,5,1,1,2024
Dominican Republic,Antigua and Barbuda,5,0,1,2024
Bermuda,Dominica,3,2,1,2024
Barbados,Bahamas,6,2,1,2024
